"ID","GENERO","RENTA","EDAD","NIV_EDUC","E_CIVIL","COD_OFI","COD_COM","CIUDAD","D_Marzo","D_Abril","D_Mayo","D_Junio","D_Julio","D_Agosto","D_Septiembre","M_MOROSO","MONTO","SEGURO","FUGA"
721,"F",5511066,36,"MED","VIU",40,88,"SANTIAGO",0,1347428,0,73707,32,0,0,1,8000000,"NO","NO FUGA"
722,"F",25975,42,"TEC","SOL",60,291,"PUERTO MONTT",606920,796261,0,0,1626,0,21582,1,4200000,"SI","NO FUGA"
723,"F",28572,28,"EUN","SOL",132,99,"SANTIAGO",0,85576,0,0,230,0,0,3,1200000,"NO","NO FUGA"
724,"F",4538557,27,"EUN","SOL",52,88,"SANTIAGO",0,70246,0,275500,0,0,59,0,8000000,"NO","NO FUGA"
725,"M",960901,52,"UNV","SOL",138,1,"ARICA",0,0,0,0,0,0,0,1,5000000,"NO","FUGA"
726,"M",68274,47,"MED","CAS",55,90,"SANTIAGO",0,41022,0,952945,4311,40173,2266,2,3000000,"NO","FUGA"
727,"M",872727,38,"TEC","CAS",18,99,"SANTIAGO",0,184647,0,0,2052,0,1041,2,1200000,"SI","NO FUGA"
728,"M",390098,53,"TEC","SOL",90,88,"SANTIAGO",0,0,0,0,50,22571,922,1,8000000,"NO","NO FUGA"
729,"F",61058,40,"TEC","SOL",52,131,"RANCAGUA",0,116612,0,31378,0,2525,0,0,2200000,"NO","NO FUGA"
730,"F",190625,48,"MED","CAS",138,1,"ARICA",482390,399744,0,0,1406,0,0,1,1900000,"NO","FUGA"
731,"M",1097637,43,"UNV","CAS",48,105,"SANTIAGO",0,99844,0,88408,4162,516,505,3,1500000,"NO","FUGA"
732,"F",239849,42,"TEC","SOL",27,226,"CONCEPCION",706124,241525,0,67661,753,0,2051,2,5600000,"SI","FUGA"
733,"M",751995,45,"UNV","CAS",30,94,"SANTIAGO",0,69309,0,17067,178,0,0,2,4000000,"NO","FUGA"
734,"M",14777,40,"UNV","CAS",55,90,"SANTIAGO",0,496450,356892,0,1,0,2064,1,8000000,"NO","FUGA"
735,"M",3934515,40,NA,"CAS",76,98,"SANTIAGO",0,5986,583734,33859,10,0,676,1,3700000,"SI","FUGA"
736,"F",500311,50,"UNV","SOL",138,1,"ARICA",0,438325,0,117538,439,0,0,1,4700000,"NO","FUGA"
737,"F",824557,39,"UNV","CAS",32,116,"SANTIAGO",748526,328077,0,138104,216,0,1,1,3700000,"NO","NO FUGA"
738,"F",1396099,42,"TEC","CAS",24,88,"SANTIAGO",0,760742,0,0,143,1863,1,2,8000000,"NO","NO FUGA"
739,"M",529158,54,"UNV","CAS",27,226,"CONCEPCION",0,729385,0,56759,726,28812,20427,1,5500000,"NO","NO FUGA"
740,"F",7801,45,"TEC","SOL",37,93,"SANTIAGO",0,170752,0,152234,95,0,166,1,3600000,"SI","NO FUGA"
741,"M",242163,45,"UNV","SOL",90,119,"SANTIAGO",347876,132295,0,90838,258,0,59,2,1200000,"NO","FUGA"
742,"M",1006584,37,"TEC","CAS",124,253,"TEMUCO",591119,224339,0,0,104,20378,3085,1,5700000,"NO","NO FUGA"
743,"F",337607,36,"MED","CAS",101,87,"SANTIAGO",0,471220,0,0,356,0,321,1,1500000,"NO","NO FUGA"
744,"M",39687,28,"TEC","SOL",13,16,"ANTOFAGASTA",0,299599,0,0,33,30469,1368,2,5500000,"SI","NO FUGA"
745,"F",2597747,53,"TEC","SOL",85,88,"SANTIAGO",0,2024218,0,0,144,0,8175,1,8000000,"NO","NO FUGA"
746,"M",471524,30,"TEC","CAS",100,70,"QUILPUE",0,0,0,155583,44,0,8,2,2300000,"NO","NO FUGA"
747,"M",37341,31,"MED","SOL",40,67,"VINA DEL MAR",0,472681,0,301276,0,0,222,0,3500000,"NO","NO FUGA"
748,"F",1290610,33,"TEC","VIU",62,292,"PUERTO VARAS",0,583750,0,0,702,1944,55,1,4400000,"NO","NO FUGA"
749,"F",413543,44,"MED","CAS",55,86,"SANTIAGO",0,723235,0,0,1,0,1,1,8000000,"NO","NO FUGA"
750,"M",640034,54,"UNV","CAS",31,119,"SANTIAGO",0,61135,0,329011,708,0,628,2,4400000,"NO","FUGA"
751,"F",953265,40,"UNV","CAS",102,90,"SANTIAGO",0,767779,0,248002,2098,0,38,2,3400000,"NO","FUGA"
752,"F",103184,48,"MED","CAS",138,1,"ARICA",0,643,0,221182,1430,0,8620,2,750000,"NO","FUGA"
753,"F",33348,46,"TEC","SOL",53,115,"SANTIAGO",0,586808,0,0,1,5103,0,1,8000000,"SI","NO FUGA"
754,"M",1209730,55,"UNV","CAS",39,84,"SANTIAGO",0,39741,0,51927,2088,0,48,3,7200000,"NO","NO FUGA"
755,"M",418763,38,"TEC","CAS",68,213,"LOS ANGELES",654741,493935,0,0,307,0,0,1,2500000,"NO","NO FUGA"
756,"M",269022,51,"UNV","SOL",90,97,"SANTIAGO",0,188847,0,93045,0,0,14233,1,2200000,"NO","FUGA"
757,"M",4111,31,"TEC","CAS",27,226,"CONCEPCION",0,169722,0,20901,50,0,209,1,2600000,"NO","FUGA"
758,"F",57715,48,"TEC","SOL",11,11,"TOCOPILLA",0,0,0,146442,860,0,893,1,8000000,"SI","NO FUGA"
759,"M",605660,54,"UNV","CAS",57,105,"SANTIAGO",0,537390,0,440,158,0,3,1,8000000,"NO","FUGA"
760,"F",4403,33,"TEC","SOL",45,88,"SANTIAGO",0,1143507,0,0,1,0,0,1,2700000,"SI","NO FUGA"
761,"M",827826,46,"MED","SOL",14,22,"COPIAPO",0,175344,0,2375,0,0,22959,0,8000000,"NO","NO FUGA"
762,"M",768598,54,"UNV","CAS",27,226,"CONCEPCION",2019178,29723,0,1043172,5407,11390,2506,2,1200000,"NO","FUGA"
763,"F",41834,40,"MED","VIU",84,86,"SANTIAGO",0,968416,0,0,1720,0,41192,1,8000000,"SI","NO FUGA"
764,"M",387708,50,"UNV","CAS",37,98,"SANTIAGO",0,202169,0,0,465,0,0,2,1400000,"NO","FUGA"
765,"M",2201554,28,"MED","CAS",90,85,"SANTIAGO",0,212295,0,0,62,45296,0,2,8000000,"NO","NO FUGA"
766,"M",469134,29,"UNV","SOL",102,100,"SANTIAGO",444682,116392,0,0,59,0,0,1,1200000,"NO","FUGA"
767,"M",2775,52,"MED","CAS",41,105,"SANTIAGO",0,70016,0,0,1,0,884,1,2500000,"NO","FUGA"
768,"M",673656,37,"MED","CAS",24,83,"SANTIAGO",0,285929,0,603282,77,16621,1318,1,8000000,"NO","NO FUGA"
769,"M",699929,51,"MED","CAS",90,86,"SANTIAGO",0,78297,0,0,18,3502,0,2,4000000,"NO","NO FUGA"
770,"M",497012,52,"MED","CAS",27,226,"CONCEPCION",291601,159262,3699824,217646,984,30546,4935,2,2800000,"NO","FUGA"
771,"M",495554,60,"TEC","SOL",67,193,"CHILLAN",152392,864481,0,303818,189,0,361,1,1200000,"NO","NO FUGA"
772,"M",18690,42,"MED","CAS",31,119,"SANTIAGO",0,0,0,0,0,0,1835,1,2800000,"NO","FUGA"
773,"F",72964,44,"TEC","SOL",62,292,"PUERTO VARAS",0,151624,0,0,248,0,0,1,1800000,"SI","NO FUGA"
774,"F",1932584,47,"MED","CAS",66,242,"ANGOL",0,712,0,1129497,7811,6329,17365,1,3400000,"NO","NO FUGA"
775,"M",5576,43,"UNV","CAS",55,90,"SANTIAGO",0,239592,0,155566,1058,0,574,2,800000,"NO","FUGA"
776,"M",285989,45,"UNV","SOL",31,119,"SANTIAGO",45324,79095,0,262740,164,0,34,1,1100000,"NO","FUGA"
777,"M",470376,45,"TEC","CAS",90,80,"SANTIAGO",0,535461,0,0,234,10903,2,1,1900000,"NO","NO FUGA"
778,"M",2863478,41,"UNV","CAS",55,90,"SANTIAGO",387738,141618,0,11955,523,8732,1,3,1100000,"NO","FUGA"
779,"M",491636,53,"UNV","SOL",31,118,"SANTIAGO",0,397231,0,486533,568,0,956,3,3700000,"NO","FUGA"
780,"F",5475,46,"MED","CAS",151,226,"CONCEPCION",0,0,0,0,0,15028,4,0,2000000,"NO","NO FUGA"
781,"M",215955,45,"MED","CAS",138,1,"ARICA",0,0,0,59022,285,0,1431,3,2000000,"SI","FUGA"
782,"M",60884,48,"MED","CAS",55,90,"SANTIAGO",359104,337758,0,0,3373,1952,380,2,6100000,"NO","FUGA"
783,"M",50742,41,"UNV","CAS",55,90,"SANTIAGO",0,178347,0,77223,14,0,3626,1,4200000,"NO","FUGA"
784,"M",547745,55,"MED","CAS",31,119,"SANTIAGO",0,229401,0,836185,0,0,991,1,3700000,"NO","FUGA"
785,"M",878626,46,"UNV","CAS",90,86,"SANTIAGO",0,0,0,0,3190,0,7076,2,3100000,"NO","FUGA"
786,"M",337448,41,"UNV","CAS",55,90,"SANTIAGO",0,37487,0,947584,183,0,179,1,1800000,"NO","FUGA"
787,"M",500438,59,"UNV","SOL",86,49,"LOS ANDES",477060,0,0,0,244,0,0,1,1600000,"NO","NO FUGA"
788,"M",193565,32,"TEC","CAS",75,186,"PARRAL",0,0,0,0,0,0,9,0,2400000,"NO","NO FUGA"
789,"M",481970,53,"UNV","CAS",10,5,"IQUIQUE",0,0,338851,0,1221,0,3157,3,8000000,"NO","NO FUGA"
790,"M",886832,55,"TEC","CAS",103,93,"SANTIAGO",0,54942,0,0,12,19069,66,3,3400000,"NO","FUGA"
791,"M",3291947,40,"UNV","CAS",54,91,"SANTIAGO",0,59517,0,8792,31,5762,0,2,1800000,"NO","FUGA"
792,"M",2821667,42,"MED","SOL",83,92,"SANTIAGO",18172,398082,0,205338,573,21487,26726,1,8000000,"NO","NO FUGA"
793,"M",5178340,44,"UNV","CAS",90,82,"SANTIAGO",0,427023,0,24084,0,0,0,1,2000000,"NO","FUGA"
794,"M",21793,55,"UNV","CAS",55,90,"SANTIAGO",0,770015,0,14581,188,0,10,1,500000,"NO","FUGA"
795,"F",1685802,38,"UNV",NA,21,502,"CHUQUICAMATA",0,124325,0,0,42,0,0,1,8000000,"NO","NO FUGA"
796,"F",52522,58,"MED","SOL",120,89,"SANTIAGO",0,6186,0,0,6,0,0,1,8000000,"SI","NO FUGA"
797,"M",15383,52,"MED",NA,27,226,"CONCEPCION",0,18093,0,44664,465,6804,1625,2,4200000,"NO","FUGA"
798,"M",225434,46,"UNV","CAS",31,119,"SANTIAGO",0,180571,39242,229612,259,0,6515,2,2100000,"NO","FUGA"
799,"M",640375,41,"MED","SEP",27,226,"CONCEPCION",367586,588384,0,342718,417,420,191,2,3500000,"NO","FUGA"
800,"F",437952,37,"MED","SOL",90,105,"SANTIAGO",0,334670,0,11996,0,0,58,0,1700000,"NO","NO FUGA"
801,"M",377787,35,"TEC","CAS",90,115,"SANTIAGO",0,170924,0,0,0,1585,0,0,1900000,"NO","NO FUGA"
802,"M",62859,41,"MED","CAS",55,90,"SANTIAGO",0,0,0,14433,481,1070,376,2,4100000,"NO","FUGA"
803,"M",4770084,43,"UNV","CAS",40,80,"SANTIAGO",0,603197,0,2436112,147,19128,2960,2,4700000,"NO","FUGA"
804,"F",406723,47,"UNV","CAS",103,93,"SANTIAGO",0,108584,0,0,203,0,0,2,1400000,"SI","FUGA"
805,"M",93787,55,"TEC","SOL",27,226,"CONCEPCION",0,371999,0,171019,462,0,112,3,1500000,"NO","FUGA"
806,"F",526855,52,"UNV","SOL",57,112,"SANTIAGO",0,115904,0,49648,329,1493,0,2,1600000,"NO","FUGA"
807,"M",387772,43,"UNV","CAS",132,105,"SANTIAGO",0,200237,0,65201,742,410,154,1,1500000,"SI","FUGA"
808,"M",397914,44,"TEC","CAS",138,1,"ARICA",0,357321,0,445019,212,0,1016,2,1100000,"NO","FUGA"
809,"F",27005,44,"MED","SOL",12,13,"CALAMA",0,0,0,0,268,0,41804,1,8000000,"SI","NO FUGA"
810,"M",185804,51,"TEC","CAS",138,1,"ARICA",518756,201281,0,217979,879,0,22,2,4600000,"NO","FUGA"
811,"M",275250,49,"UNV","CAS",83,93,"SANTIAGO",0,232110,0,325133,2009,0,410,2,750000,"NO","FUGA"
812,"M",279260,29,"UNV","CAS",14,22,"COPIAPO",0,207116,0,5473,4,0,53,1,3800000,"NO","NO FUGA"
813,"M",477916,40,"UNV","CAS",10,5,"IQUIQUE",0,0,0,602367,0,14456,643,0,8000000,"SI","NO FUGA"
814,"M",59325,45,"UNV","CAS",55,90,"SANTIAGO",0,0,0,18535,4,0,0,1,2200000,"NO","FUGA"
815,"F",4218551,41,"TEC","SOL",84,100,"SANTIAGO",0,113330,0,0,12,0,0,1,2200000,"NO","NO FUGA"
816,"M",893729,44,"UNV","CAS",17,103,"SANTIAGO",430497,9701,0,303181,4298,10014,142,3,700000,"NO","FUGA"
817,"M",483940,37,"UNV","CAS",27,226,"CONCEPCION",0,6667,0,10196,229,14421,606,2,1800000,"NO","NO FUGA"
818,"M",473712,47,"MED","CAS",45,88,"SANTIAGO",0,344594,0,0,0,0,30,1,8000000,"NO","FUGA"
819,"F",549778,49,"MED","CAS",121,87,"SANTIAGO",1686529,84101,0,0,1333,65791,9,1,5000000,"NO","NO FUGA"
820,"F",45024,59,"MED","SOL",88,71,"VLLA ALEMANA",0,206399,0,0,1803,0,19,1,5000000,"SI","NO FUGA"
821,"F",308035,44,"MED","CAS",53,103,"SANTIAGO",0,129294,0,0,210,4320,407,1,1000000,"NO","NO FUGA"
822,"M",345332,32,"TEC","SOL",17,106,"SANTIAGO",0,5941,0,787509,92,24521,1943,1,6200000,"NO","NO FUGA"
823,"M",259934,46,"MED","CAS",138,1,"ARICA",0,17569,0,20177,163,0,216,1,1900000,"NO","FUGA"
824,"M",627607,46,"MED","CAS",31,119,"SANTIAGO",2312178,557056,0,1465684,1079,0,3577,2,1300000,"NO","FUGA"
825,"M",683160,48,"TEC","SOL",138,1,"ARICA",0,50717,0,78265,193,0,1593,2,2500000,"NO","FUGA"
826,"M",44605,40,"UNV","CAS",90,85,"SANTIAGO",0,726684,0,0,512,0,814,3,6000000,"NO","FUGA"
827,"M",277963,30,"UNV","SOL",27,226,"CONCEPCION",0,12948,0,110873,0,0,14,1,1900000,"NO","FUGA"
828,"M",670313,48,"MED","CAS",37,104,"SANTIAGO",247266,0,0,56695,717,0,652,1,2100000,"NO","FUGA"
829,"M",612074,38,"UNV","SOL",67,193,"CHILLAN",433596,140560,0,0,865,3345,0,1,3100000,"NO","NO FUGA"
830,"M",1900351,51,"TEC","CAS",138,1,"ARICA",0,12874,0,0,4,9751,3967,2,8000000,"NO","FUGA"
831,"F",60289,50,"UNV","SOL",138,1,"ARICA",0,7381,0,242689,167,21204,88,1,2200000,"NO","FUGA"
832,"M",657298,47,"MED","CAS",138,1,"ARICA",0,527,0,0,42,0,0,3,3200000,"NO","FUGA"
833,"F",386339,32,"UNV","SOL",37,105,"SANTIAGO",0,55745,0,72822,44,0,123,1,1600000,"NO","NO FUGA"
834,"F",216025,55,"BAS","CAS",20,50,"SAN ESTEBAN",0,74037,0,0,769,0,0,1,1500000,"SI","NO FUGA"
835,"F",335700,29,"TEC","CAS",52,67,"VINA DEL MAR",0,502846,0,0,0,1972,0,0,2100000,"NO","NO FUGA"
836,"F",2005924,44,"UNV","CAS",118,94,"SANTIAGO",0,8278,0,17633,760,0,224,2,1300000,"NO","FUGA"
837,"F",9980,34,"TEC","SEP",72,504,"EL SALVADOR",0,198207,0,82347,70,0,264,1,3500000,"SI","NO FUGA"
838,"M",362676,49,"UNV","SOL",138,1,"ARICA",590027,244452,0,122907,256,0,522,1,2700000,"NO","FUGA"
839,"M",275672,53,"UNV","SOL",18,118,"SANTIAGO",0,28810,0,184057,1137,0,0,2,3700000,"NO","FUGA"
840,"M",104089,50,"MED","CAS",79,148,"SAN FERNANDO",13680,217750,0,0,434,0,3,1,2700000,"NO","NO FUGA"
841,"F",97818,39,"UNV","CAS",90,85,"SANTIAGO",0,63379,0,695834,1186,0,200,3,6000000,"NO","NO FUGA"
842,"M",483107,37,"TEC","CAS",48,29,"LA SERENA",0,91862,0,41179,0,2661,42,0,4800000,"NO","NO FUGA"
843,"F",40163,50,"MED","CAS",12,13,"CALAMA",530229,0,0,0,88,0,0,1,1000000,"NO","NO FUGA"
844,"M",1921714,43,"UNV","CAS",55,90,"SANTIAGO",1046965,10646,0,833551,189,19482,3871,1,2000000,"SI","FUGA"
845,"M",53712,55,"UNV","CAS",55,90,"SANTIAGO",0,12663,1326485,1376478,224,20307,1302,2,750000,"NO","FUGA"
846,"F",1159600,41,"UNV","CAS",130,90,"SANTIAGO",0,674818,0,66632,13,0,221,1,5200000,"NO","NO FUGA"
847,"M",444026,39,"MED","CAS",55,226,"CONCEPCION",0,148018,0,555,164,11285,38,1,2500000,"NO","NO FUGA"
848,"F",3496879,31,"TEC","CAS",10,5,"IQUIQUE",207415,388878,0,292549,516,34476,0,1,3400000,"NO","NO FUGA"
849,"M",632674,32,"TEC","SOL",27,226,"CONCEPCION",2112897,30422,0,0,407,3477,1500,3,2100000,"NO","FUGA"
850,"F",202115,49,"UNV","CAS",49,80,"SANTIAGO",0,69813,0,0,46,0,0,1,1700000,"NO","FUGA"
851,"M",93593,54,"UNV","SOL",27,226,"CONCEPCION",376836,271436,0,0,277,6656,0,1,500000,"NO","FUGA"
852,"F",773141,43,"MED","CAS",24,88,"SANTIAGO",1487105,4178,0,0,459,30262,0,1,4100000,"NO","NO FUGA"
853,"F",98010,40,"UNV","SEP",27,226,"CONCEPCION",672,144554,0,242853,529,0,2045,2,2000000,"NO","FUGA"
854,"F",6627448,38,"TEC","VIU",80,115,"SANTIAGO",0,281023,0,0,311,4202,145,1,2300000,"NO","NO FUGA"
855,"M",844010,47,"UNV","SOL",138,1,"ARICA",0,188077,1325576,291147,2,0,26571,1,5100000,"NO","FUGA"
856,"M",249374,45,"UNV","CAS",54,93,"SANTIAGO",0,146383,0,0,892,0,95,1,4000000,"NO","FUGA"
857,"M",403206,38,"UNV","SOL",124,253,"TEMUCO",0,20218,0,0,128,0,0,1,2500000,"NO","NO FUGA"
858,"M",3172052,40,"MED","CAS",55,90,"SANTIAGO",1200780,303342,0,130601,158,0,344,1,2800000,"SI","FUGA"
859,"M",307188,52,"MED","CAS",45,119,"SANTIAGO",0,0,8695,0,3,0,0,1,8000000,"NO","NO FUGA"
860,"M",45200,36,"UNV","SOL",12,13,"CALAMA",0,158622,0,314091,0,1058,255,0,2000000,"NO","NO FUGA"
861,"M",272709,55,"TEC","CAS",27,226,"CONCEPCION",246725,3357,0,174460,457,1275,298,1,1000000,"NO","FUGA"
862,"M",439464,43,"UNV","CAS",31,119,"SANTIAGO",0,21886,0,805432,1657,0,1641,2,6500000,"NO","FUGA"
863,"M",4735362,41,"UNV","CAS",55,90,"SANTIAGO",0,7168,0,945715,2776,231,0,2,8000000,"NO","FUGA"
864,"M",18927,45,"MED","CAS",57,112,"SANTIAGO",0,322104,824494,479557,115,0,112,1,3500000,"NO","FUGA"
865,"F",13266,48,"TEC","SOL",40,67,"VINA DEL MAR",80182,149801,0,0,144,0,0,1,1000000,"SI","NO FUGA"
866,"M",1700415,61,"TEC","CAS",24,124,"CURACAVI",0,78686,0,0,56,0,14982,1,8000000,"NO","NO FUGA"
867,"M",169496,52,"UNV","CAS",27,226,"CONCEPCION",0,30857,0,0,12,0,0,1,1400000,"NO","FUGA"
868,"F",592820,51,"UNV","CAS",138,1,"ARICA",0,6545,0,0,258,0,0,1,2200000,"NO","FUGA"
869,"M",656078,32,"MED","CAS",27,226,"CONCEPCION",0,364858,0,499241,368,0,434,2,3300000,"SI","FUGA"
870,"M",536031,29,"TEC","SOL",27,226,"CONCEPCION",0,34842,0,45900,29,0,76,1,2000000,"NO","FUGA"
871,"M",47366,40,"UNV","CAS",55,90,"SANTIAGO",0,55485,0,0,6,0,0,1,4100000,"NO","FUGA"
872,"M",37803,40,"UNV","CAS",55,90,"SANTIAGO",869308,1109,0,0,1425,0,0,1,1500000,"NO","FUGA"
873,"F",7925751,44,"UNV","CAS",55,90,"SANTIAGO",0,277699,0,0,168,0,0,1,2300000,"NO","FUGA"
874,"M",64243,48,"UNV","CAS",55,90,"SANTIAGO",0,513517,0,2363911,9,0,11348,1,1800000,"SI","FUGA"
875,"F",5171701,30,"TEC","VIU",84,85,"SANTIAGO",0,382153,0,0,131,0,0,1,1500000,"SI","NO FUGA"
876,"M",383562,55,"TEC","CAS",45,84,"SANTIAGO",0,388804,0,2342,149,0,3,1,1900000,"SI","FUGA"
877,"F",5412,51,"TEC","SOL",23,164,"CURICO",0,429933,0,0,0,3822,0,0,1900000,"SI","NO FUGA"
878,"M",310334,29,"TEC","SOL",47,93,"SANTIAGO",0,89131,0,0,825,0,520,2,1000000,"NO","NO FUGA"
879,"F",6934372,31,"TEC","CAS",76,93,"SANTIAGO",0,134170,0,0,29,0,0,1,1300000,"NO","NO FUGA"
880,"M",405498,48,"MED","SEP",90,90,"SANTIAGO",0,451900,0,32098,0,0,0,1,1800000,"NO","FUGA"
881,"F",489071,50,"MED","CAS",95,316,"AYSEN",421873,0,0,0,0,0,0,0,1800000,"NO","NO FUGA"
882,"M",668028,35,"TEC","CAS",16,89,"SANTIAGO",0,52327,0,0,1,6867,71,1,3300000,"NO","NO FUGA"
883,"M",9800,52,"MED","CAS",55,90,"SANTIAGO",0,15720,0,328369,277,0,29,3,2100000,"NO","FUGA"
884,"M",253567,52,"UNV","SOL",138,1,"ARICA",0,1850000,0,0,94,0,0,1,2600000,"NO","FUGA"
885,"F",422770,52,"TEC","SOL",43,67,"VINA DEL MAR",0,1221587,0,799580,11,23377,368,1,8000000,"NO","NO FUGA"
886,"F",3340926,29,"TEC","SOL",90,90,"SANTIAGO",1503465,0,0,0,2729,0,367,3,650000,"NO","NO FUGA"
887,"M",3146343,41,"MED","CAS",25,93,"SANTIAGO",474139,14212,0,442945,514,0,1285,1,4700000,"NO","FUGA"
888,"M",119333,48,"UNV","CAS",90,80,"SANTIAGO",0,839715,0,0,5983,6985,926,2,3700000,"SI","FUGA"
889,"M",192653,36,"UNV","SOL",124,253,"TEMUCO",149801,0,0,0,930,0,0,1,1500000,"NO","NO FUGA"
890,"M",500354,55,"UNV","CAS",19,115,"SANTIAGO",0,415268,0,0,565,1494,0,1,3100000,"NO","FUGA"
891,"M",124850,48,"UNV","SOL",28,89,"SANTIAGO",0,789164,0,0,56,0,109,1,1400000,"NO","FUGA"
892,"M",72612,33,"UNV","CAS",12,13,"CALAMA",788143,5700,0,0,1013,1160,0,2,1300000,"NO","NO FUGA"
893,"F",7236218,34,"MED","VIU",74,272,"VALDIVIA",193911,440889,0,0,58,0,0,1,3000000,"SI","NO FUGA"
894,"F",72498,59,"TEC","SOL",84,85,"SANTIAGO",0,21477,0,68869,302,0,191,1,1100000,"SI","NO FUGA"
895,"M",1353803,44,NA,"CAS",88,67,"VINA DEL MAR",0,2629477,0,198382,2,0,0,1,8000000,"NO","NO FUGA"
896,"M",87289,47,"UNV","CAS",146,88,"SANTIAGO",0,1125920,0,544159,38,0,1,1,1700000,"NO","FUGA"
897,"F",338021,38,"UNV","CAS",66,253,"TEMUCO",0,0,0,0,9,0,0,1,1700000,"NO","NO FUGA"
898,"M",348217,36,"MED","SOL",72,504,"EL SALVADOR",88733,487781,0,0,174,0,0,1,1400000,"SI","NO FUGA"
899,"F",15112,49,"TEC","SOL",53,85,"SANTIAGO",0,568166,0,0,832,0,0,1,900000,"SI","NO FUGA"
900,"M",5528229,43,"UNV","CAS",29,92,"SANTIAGO",0,302025,0,0,84,0,0,1,5700000,"NO","FUGA"
901,"M",102812,43,"MED","CAS",55,90,"SANTIAGO",0,328,0,514201,131,14846,1302,1,5600000,"NO","FUGA"
902,"F",863685,37,"MED","CAS",71,326,"PUNTA ARENAS",0,500800,0,2862005,594,45497,3788,2,8000000,"NO","NO FUGA"
903,"M",352974,26,"UNV","SOL",37,105,"SANTIAGO",0,5216,0,143762,27,0,151,1,2100000,"NO","FUGA"
904,"M",880555,35,"MED","CAS",118,83,"SANTIAGO",0,12045,0,0,1208,0,1,2,500000,"NO","NO FUGA"
905,"F",340746,29,"TEC","SOL",30,107,"SANTIAGO",0,9084,0,0,0,0,26,1,1800000,"NO","NO FUGA"
906,"M",450711,52,"MED","CAS",27,226,"CONCEPCION",0,292955,1001529,237140,33,0,29960,1,5100000,"NO","FUGA"
907,"M",640510,39,"UNV","SOL",82,92,"SANTIAGO",1374645,608417,0,915194,1836,0,0,1,6000000,"NO","NO FUGA"
908,"M",3104744,42,"UNV","CAS",86,86,"SANTIAGO",0,1418458,0,0,20,14016,0,1,8000000,"NO","FUGA"
909,"F",756852,30,"TEC","SOL",125,92,"SANTIAGO",0,151549,0,0,0,53303,88,0,1700000,"NO","NO FUGA"
910,"F",4890279,40,"TEC","SOL",55,89,"SANTIAGO",0,498636,0,57207,485,0,285,1,2100000,"NO","NO FUGA"
911,"F",11636,31,"UNV","CAS",84,88,"SANTIAGO",0,183470,0,0,124,0,35,1,1600000,"NO","NO FUGA"
912,"M",1712531,48,"UNV","CAS",138,1,"ARICA",2829759,2153,0,624132,146,0,939,1,6900000,"SI","FUGA"
913,"M",13699,49,"UNV","VIU",30,100,"SANTIAGO",0,120480,0,86078,1575,0,0,1,1300000,"NO","FUGA"
914,"M",121580,41,"UNV","CAS",87,59,"QUILLOTA",0,641754,0,119901,0,0,3,0,2200000,"NO","NO FUGA"
915,"F",49556,43,"MED","SEP",122,92,"SANTIAGO",0,0,0,0,0,7194,0,0,5500000,"SI","NO FUGA"
916,"M",462932,33,"TEC","CAS",83,105,"SANTIAGO",0,17131,0,51801,1418,12859,908,2,5000000,"NO","NO FUGA"
917,"M",617793,36,"UNV","CAS",63,301,"ANCUD",0,350916,0,87511,401,0,0,1,1600000,"NO","NO FUGA"
918,"F",14375,48,"MED","SOL",93,90,"SANTIAGO",0,0,0,0,2080,0,0,1,8000000,"SI","NO FUGA"
919,"M",872363,38,"TEC","CAS",68,213,"LOS ANGELES",1222395,330098,0,0,140,0,0,1,2500000,"NO","NO FUGA"
920,"M",32405,54,"MED","CAS",55,90,"SANTIAGO",0,310617,0,0,0,4427,0,1,1600000,"NO","FUGA"
921,"M",1413878,41,"UNV","CAS",55,90,"SANTIAGO",0,2935,0,87519,1666,2355,73,2,5300000,"SI","FUGA"
922,"F",164309,30,"TEC","SOL",48,89,"SANTIAGO",0,3241,0,553,104,0,51,1,1600000,"NO","NO FUGA"
923,"M",43016,43,"UNV","CAS",55,90,"SANTIAGO",0,942300,0,746603,600,0,6072,2,2300000,"SI","FUGA"
924,"M",297728,55,"UNV","SOL",27,226,"CONCEPCION",0,31364,0,668407,1925,0,666,2,1500000,"NO","FUGA"
925,"F",726493,49,"MED","CAS",138,1,"ARICA",315512,27179,0,415601,1058,3112,200,2,2400000,"NO","FUGA"
926,"F",7156977,39,"TEC","SOL",53,94,"SANTIAGO",0,203169,0,32100,44,0,36,1,1600000,"NO","NO FUGA"
927,"F",129480,32,"TEC","CAS",34,29,"LA SERENA",0,169972,0,43702,0,0,199,0,2000000,"NO","NO FUGA"
928,"M",136815,47,"UNV","CAS",28,91,"SANTIAGO",0,16538,0,79812,645,3338,130,2,2000000,"NO","FUGA"
929,"M",465664,30,"MED","SOL",104,88,"SANTIAGO",0,171241,0,0,2708,22550,1758,2,3800000,"NO","NO FUGA"
930,"M",2331225,44,"UNV","SEP",55,90,"SANTIAGO",0,4188,0,140934,167,0,275,2,6800000,"NO","FUGA"
931,"F",5758828,31,"TEC","CAS",66,253,"TEMUCO",0,274704,0,0,0,0,0,0,1300000,"NO","NO FUGA"
932,"M",1888342,48,"UNV","SEP",138,1,"ARICA",2743716,143452,0,0,4282,41,350,3,3100000,"NO","FUGA"
933,"M",131949,54,"UNV","CAS",27,226,"CONCEPCION",0,141516,0,0,9,0,122,1,1900000,"NO","FUGA"
